nombre,presentacion,marca,diferenciador,precio,imagen
Salsa ,100g,La Constancia ,Aji Picante ,3900,Salsa 100gLa Constancia Aji Picante .jpg
Salsa ,110g,La Constancia ,Negra,2900,Salsa 110gLa Constancia Negra.jpg
Salsa de Tomate ,200g,Fruco ,,3600,Salsa de Tomate 200gFruco .jpg
Salsa de Tomate ,200g,La Constancia ,,3900,Salsa de Tomate 200gLa Constancia .jpg
Salsa,154ml,Fruco ,Soya ,3900,Salsa154mlFruco Soya .jpg
Salsa,155ml,El Rey ,Negra,3500,Salsa155mlEl Rey Negra.jpg
Salsa,155ml,Fruco ,Inglesa,4200,Salsa155mlFruco Inglesa.jpg
Salsa,155ml,Fruco ,Negra,4200,Salsa155mlFruco Negra.jpg
Salsina ,55g,El Rey ,,1600,Salsina 55gEl Rey .jpg
Sanpic,1000ml,Virumec,Lavanda,5560,Sanpic1000 mlVirumecLavanda.jpg
Servilletas ,150u,Familia,,1900,Servilletas 150uFamilia.jpg
Shampoo,200ml,Head & Shoulders ,Contro Caida Men,9300,Shampoo200mlHead & Shoulders Contro Caida Men.jpg
Shampoo,200ml,Pantene ,Liso Extremo ,9300,Shampoo200mlPantene Liso Extremo .jpg
Shampoo,350ml,Sedal,Ceramidas,10820,Shampoo350 mlSedalCeramidas.jpg
Shampoo,400ml,Johnsons,Original,15700,Shampoo400 mlJohnsonsOriginal.jpg
Shampoo,400ml,Pantene,Liso Extremo,13480,Shampoo400 mlPanteneLiso Extremo.jpg
Shampoo,400ml,Pantene,Liso y Sedoso,13760,Shampoo400 mlPanteneLiso y Sedoso.jpg
Shampoo,700ml,Head and Shoulders,Limpieza Renovadora,24700,Shampoo700 mlHead and ShouldersLimpieza Renovadora.jpg
Shampoo,750ml,Pantene,Restauracion ,12000,Shampoo750 mlPanteneRestauracion .jpg
Soya en Polvo ,200g,Soy Plus ,,9600,Soya en Polvo 200gSoy Plus .jpg
Spaghetti ,250g,Doria ,,1700,Spaghetti 250gDoria .jpg
Suavitel,2.9L,Suavitel,Complete,14680,Suavitel2.9 LSuavitelComplete.jpg
Talcos,85g,Mexsana,,7400,Talcos85 gMexsana.jpg
Tarrito Rojo,330g,Jgb,Fresa,12000,Tarrito Rojo330 gJgbFresa.jpg
Tarrito Rojo,330g,Jgb,Tradicional,12000,Tarrito Rojo330 gJgbTradicional.jpg
Tarrito Rojo,330g,Jgb,Vainilla,12000,Tarrito Rojo330 gJgbVainilla.jpg
Te ,12u,Hindu ,Original ,1900,Te 12uHindu Original .jpg
Te ,1L,Lipton ,Negro Durazno ,4500,Te 1LLipton Negro Durazno .jpg
Te ,1L,Lipton ,Negro Limon,4500,Te 1LLipton Negro Limon.jpg
Te ,25u,Hindu ,Original ,4500,Te 25uHindu Original .jpg
Te ,300ml,Mr Tea ,Durazno ,2000,Te 300mlMr Tea Durazno .jpg
Te ,500ml,Lipton ,Negro Limon,2500,Te 500mlLipton Negro Limon.jpg
Te ,500ml,Mr Tea ,Durazno ,2300,Te 500mlMr Tea Durazno .jpg
Te,1.2L,Fuze Tea,Negro Durazno ,3900,Te1.2LFuze TeaNegro Durazno .jpg
Te,1.2L,Fuze Tea,Negro Limon,3900,Te1.2LFuze TeaNegro Limon.jpg
Te,400ml,Hatsu,Blanco y Mangostino ,4000,Te400mlHatsuBlanco y Mangostino .jpg
Te,400ml,Hatsu,Pu Erh,4000,Te400mlHatsuPu Erh.jpg
Tequila,750ml,Jose Cuervo,Tequila Plata,58100,Tequila750mlJose CuervoTequila Plata.jpg
Toallas Higienicas ,6u ,Nosotras ,Extra Proteccion Tela ,4500,Toallas Higienicas 6u Nosotras Extra Proteccion Tela .jpg
Tostacos ,240g,Tostacos ,Picantes ,4500,Tostacos 240gTostacos Picantes .jpg
Tostacos ,25g,Tostacos ,Queso ,1500,Tostacos 25gTostacos Queso .jpg
Tosti Arepa,28g,Yupi,,1200,Tosti Arepa28gYupi.jpg
Tozinetas ,25g,Yupi,Fred ,2900,tozinetas_fred25g.jpg
Trocipollo ,32g,Trocipollo ,,1000,Trocipollo 32gTrocipollo .jpg
Vanish,500ml,Vanish,Poder O2,7910,Vanish500 mlVanishPoder O2.jpg
Vaporub,12g,Vick,,3000,Vaporub12 gVick.jpg
Vermouth,750ml,Cinzano ,Extra Dry,32900,Vermouth750mlCinzano Extra Dry.jpg
Vino ,750ml,120 Santa Rita,Rosado,44900,Vino 750ml120 Santa RitaRosado.jpg
Vino ,750ml,120 Santa Rita,Sauvignon Blanc,44900,Vino 750ml120 Santa RitaSauvignon Blanc.jpg
Vino ,750ml,Gato Negro ,Sauvignon Blanc,34900,Vino 750mlGato Negro Sauvignon Blanc.jpg
Vino ,750ml,Lazo ,Sauvignon Blanc,26500,Vino 750mlLazo Sauvignon Blanc.jpg
Vino,750ml,120 Santa Rita,Cabernet Sauvignon Tinto ,44900,Vino750ml120 Santa RitaCabernet Sauvignon Tinto .jpg
Vino,750ml,Casillero del Diablo ,Sauvignon Blanc,44500,Vino750mlCasillero del Diablo Sauvignon Blanc.jpg
Vino,750ml,Gato Negro,Merlot,34900,Vino750mlGato NegroMerlot.jpg
Vino,750ml,Undurraga ,Cabernet Sauvignon,44900,Vino750mlUndurraga Cabernet Sauvignon.jpg
Vino,750ml,Undurraga ,Carmenere,44900,Vino750mlUndurraga Carmenere.jpg
Vino,750ml,Undurraga ,Merlot,44900,Vino750mlUndurraga Merlot.jpg
Vino,750ml,Undurraga ,Rose,42000,Vino750mlUndurraga Rose.jpg
Vino,750ml,Undurraga ,Sauvignon Blanc,44900,Vino750mlUndurraga Sauvignon Blanc.jpg
Vodka,375ml,Absolut,Original ,33900,Vodka375mlAbsolutOriginal .jpg
Alimento Gato,500g,Whiskas,Carne,8630,Whiskas500 gWhiskasCarne.jpg
Alimento Gato,500g,Whiskas,Pollo y Leche,8630,Whiskas500 gWhiskasPollo y Leche.jpg
Whisky,750ml,Jack Daniels,,102000,Whisky750mlJack Daniels.jpg
Whisky,750ml,Jameson,,80900,Whisky750mlJameson.jpg
Yogurt ,140g,Activia,Fresa ,1900,Yogurt 140gActiviaFresa .jpg
Yogurt ,180g,Finesse,Fresa ,2500,Yogurt 180gFinesseFresa .jpg
Yogurt ,180g,Finesse,Melocoton ,2400,Yogurt 180gFinesseMelocoton .jpg
Yogurt ,200g,Regeneris,Fresa ,2400,Yogurt 200gRegenerisFresa .jpg
Yogurt ,200g,Regeneris,Melocoton,2400,Yogurt 200gRegenerisMelocoton.jpg
Yogurt Griego,150g,Alpina ,Fresa,2400,Yogurt Griego150gAlpina Fresa.jpg
Yogurt Griego,150g,Alpina ,Mora y Arandano ,2400,Yogurt Griego150gAlpina Mora y Arandano .jpg
Yogurt,150g,Yogo Yogo ,Fresa,2300,Yogurt150gYogo Yogo Fresa.jpg
Yogurt,150g,Yogo Yogo ,Mora,2300,Yogurt150gYogo Yogo Mora.jpg
Yogurt,200 g,Alpina,Melocoton,2400,Yogurt200 gAlpinaMelocoton.jpg
Yogurt,200g,Alpina,Mora ,2200,Yogurt200 gAlpinaMora .jpg
Yuca ,43g,Natuchips ,,1900,Yuca 43gNatuchips .jpg
Yupis ,50g,Yupis ,Caramelo ,1900,Yupis 50gYupis Caramelo .jpg
Yupis ,60g,Yupis ,Gigantes ,1900,Yupis 60gYupis Gegantes .jpg
Yupis,60g,Yupi,Gigante ,1900,Yupis60gYupiGigante .jpg
Lentejas,500g,Generico,,1500,lentejas500ggenericas.jpg
Panela ,unidad,Generico,,2000,PanelaunidadGenerico.jpg
Huevos,12u,Generico,,3000,Lacteos y Huevos Generico.jpg
Huevos,30u,Generico,,7500,Lacteos y Huevos Generico30u.jpg
Huevos,6u,Generico,,2000,Lacteos y Huevos Generico6u.jpg
Frijoles,500g,Generico,,1500,Frijoles500gGenerico.jpg
